"name","year","rate","margin_of_error","population","murder","rape","robbery","agg_assault","b_and_e","larceny_theft","mv_theft","grand_total","percent_change","violent_crime_total","violent_crime_percent","violent_crime_percent_change","property_crime_totals","property_crime_percent","property_crime_percent_change","overall_crime_rate_per_100k","overall_percent_change_per_100k","violent_crime_rate_per_100k","violent_crime_rate_percent_change_per_100k","property_crime_rate_per_100k","property_crime_rate_percent_change_per_100k","murder_per_100k","rape_per_100k","robbery_per_100k","agg_assult_per_100k","b_and_e_per_100k","larceny_theft_per_100k","mv_theft_per_100k","murder_rate_percent_change__per_100k","rape_rate_percent_change_per_100k","robbery__rate_percent_change_per_100k","agg_assult_rate_percent_change_per_100k","b_and_e_rate_percent_change_per_100k","larceny_theft_rate_percent_change_per_100k","mv_theft_rate_percent_change_per_100k"
"Talbot County","2006","7.7","1.5","35781","0","9","31","76","186","717","35","1054","5.3","116","11.0","-5.7","938","89.0","6.8","2945.7","3.8","324.2","-7.0","2621.5","5.3","0.0","25.2","86.6","212.4","519.8","2003.9","97.8","-100.0","-11.3","13.2","-9.7","8.5","3.5","32.7"
"Talbot County","2007","8.3","1.8","36063","0","7","29","76","174","755","37","1078","2.3","112","10.4","-3.4","966","89.6","3.0","2989.2","1.5","310.6","-4.2","2678.6","2.2","0.0","19.4","80.4","210.7","482.5","2093.6","102.6","0.0","-22.8","-7.2","-0.8","-7.2","4.5","4.9"
"Talbot County","2008","8.3","1.6","36232","2","13","34","109","211","798","46","1213","12.5","158","13.0","41.1","1055","87.0","9.2","3347.9","12.0","436.1","40.4","2911.8","8.7","5.5","35.9","93.8","300.8","582.4","2202.5","127.0","200.0","84.8","16.7","42.8","20.7","5.2","23.7"
"Talbot County","2009","8.8","2.2","36662","1","5","23","57","229","728","19","1062","-12.4","86","8.1","-45.6","976","91.9","-7.5","2896.7","-13.5","234.6","-46.2","2662.2","-8.6","2.7","13.6","62.7","155.5","624.6","1985.7","51.8","-50.6","-62.0","-33.1","-48.3","7.3","-9.8","-59.2"
"Talbot County","2010","9.7","2.2","36717","2","7","18","54","175","680","22","958","-9.8","81","8.5","-5.8","877","91.5","-10.1","2609.1","-9.9","220.6","-6.0","2388.5","-10.3","5.4","19.1","49.0","147.1","476.6","1852.0","59.9","99.7","39.8","-21.9","-5.4","-23.7","-6.7","15.6"
"Talbot County","2011","10.8","2.2","38140","0","6","23","56","227","664","31","1007","5.1","85","8.4","4.9","922","91.6","5.1","2640.3","1.2","222.9","1.0","2417.4","1.2","0.0","15.7","60.3","146.8","595.2","1741.0","81.3","-100.0","-17.5","23.0","-0.2","24.9","-6.0","35.7"
"Talbot County","2012","9.7","2.1","38392","0","13","18","58","242","610","18","959","-4.8","89","9.3","4.7","870","90.7","-5.6","2497.9","-5.4","231.8","4.0","2266.1","-6.3","0.0","33.9","46.9","151.1","630.3","1588.9","46.9","0.0","115.2","-22.3","2.9","5.9","-8.7","-42.3"
"Talbot County","2013","10.9","2.2","38253","1","9","15","48","194","459","11","737","-23.1","73","9.9","-18.0","664","90.1","-23.7","1926.6","-22.9","190.8","-17.7","1735.8","-23.4","2.6","23.5","39.2","125.5","507.1","1199.9","28.8","100.0","-30.5","-16.4","-16.9","-19.5","-24.5","-38.7"
"Washington County","2006","9.5","1.5","142284","4","28","158","378","786","2367","300","4021","6.1","568","14.1","9.0","3453","85.9","5.6","2826.0","4.9","399.2","7.8","2426.8","4.4","2.8","19.7","111.0","265.7","552.4","1663.6","210.8","-1.1","53.8","40.7","-3.7","10.7","1.5","13.7"
"Washington County","2007","10.5","1.6","144219","7","38","137","324","679","2338","240","3763","-6.4","506","13.4","-10.9","3257","86.6","-5.7","2609.2","-7.7","350.9","-12.1","2258.4","-6.9","4.9","26.3","95.0","224.7","470.8","1621.1","166.4","72.7","33.9","-14.5","-15.4","-14.8","-2.6","-21.1"
"Washington County","2008","9.4","1.4","145781","3","15","116","308","701","2234","246","3623","-3.7","442","12.2","-12.6","3181","87.8","-2.3","2485.2","-4.8","303.2","-13.6","2182.0","-3.4","2.1","10.3","79.6","211.3","480.9","1532.4","168.7","-57.6","-60.9","-16.2","-6.0","2.1","-5.5","1.4"
"Washington County","2009","12.4","1.9","147664","2","25","96","272","625","2057","182","3259","-10.0","395","12.1","-10.6","2864","87.9","-10.0","2207.0","-11.2","267.5","-11.8","1939.5","-11.1","1.4","16.9","65.0","184.2","423.3","1393.0","123.3","-34.2","64.5","-18.3","-12.8","-12.0","-9.1","-27.0"
"Washington County","2010","11.4","2.1","148210","0","25","115","306","692","2145","191","3474","6.6","446","12.8","12.9","3028","87.2","5.7","2344.0","6.2","300.9","12.5","2043.0","5.3","0.0","16.9","77.6","206.5","466.9","1447.3","128.9","-100.0","-0.4","19.4","12.1","10.3","3.9","4.6"
"Washington County","2011","11.8","1.7","148828","2","9","97","342","862","2213","153","3678","5.9","450","12.2","0.9","3228","87.8","6.6","2471.3","5.4","302.4","0.5","2168.9","6.2","1.3","6.0","65.2","229.8","579.2","1487.0","102.8","200.0","-64.1","-16.0","11.3","24.0","2.7","-20.2"
"Washington County","2012","13.7","1.9","149634","3","21","104","259","809","2038","214","3448","-6.3","387","11.2","-14.0","3061","88.8","-5.2","2304.3","-6.8","258.6","-14.5","2045.7","-5.7","2.0","14.0","69.5","173.1","540.7","1362.0","143.0","49.2","132.1","6.6","-24.7","-6.7","-8.4","39.1"
"Washington County","2013","12.0","2.1","149938","6","18","121","243","785","2153","166","3492","1.3","388","11.1","0.3","3104","88.9","1.4","2329.0","1.1","258.8","0.1","2070.2","1.2","4.0","12.0","80.7","162.1","523.5","1435.9","110.7","99.6","-14.5","16.1","-6.4","-3.2","5.4","-22.6"
"Wicomico County","2006","12.3","2.0","90650","8","45","266","612","1130","3026","258","5345","5.8","931","17.4","0.9","4414","82.6","6.9","5896.3","4.4","1027.0","-0.5","4869.3","5.4","8.8","49.6","293.4","675.1","1246.6","3338.1","284.6","97.4","30.6","24.4","-10.4","3.3","4.9","24.2"
"Wicomico County","2007","13.2","2.1","92169","5","42","230","533","1070","2746","191","4817","-9.9","810","16.8","-13.0","4007","83.2","-9.2","5226.3","-11.4","878.8","-14.4","4347.4","-10.7","5.4","45.6","249.5","578.3","1160.9","2979.3","207.2","-38.5","-8.2","-15.0","-14.3","-6.9","-10.7","-27.2"
"Wicomico County","2008","12.8","1.9","94080","6","35","211","758","1036","2738","217","5001","3.8","1010","20.2","24.7","3991","79.8","-0.4","5315.7","1.7","1073.6","22.2","4242.1","-2.4","6.4","37.2","224.3","805.7","1101.2","2910.3","230.7","17.6","-18.4","-10.1","39.3","-5.1","-2.3","11.3"
"Wicomico County","2009","13.2","2.5","95595","6","32","249","639","1285","2816","169","5196","3.9","926","17.8","-8.3","4270","82.2","7.0","5435.4","2.3","968.7","-9.8","4466.8","5.3","6.3","33.5","260.5","668.4","1344.2","2945.8","176.8","-1.6","-10.0","16.1","-17.0","22.1","1.2","-23.4"
"Wicomico County","2010","16.6","2.8","95757","10","32","183","505","1124","2604","139","4597","-11.5","730","15.9","-21.2","3867","84.1","-9.4","4800.7","-11.7","762.3","-21.3","4038.3","-9.6","10.4","33.4","191.1","527.4","1173.8","2719.4","145.2","66.4","-0.2","-26.6","-21.1","-12.7","-7.7","-17.9"
"Wicomico County","2011","17.7","2.6","99669","4","25","106","448","893","2381","111","3968","-13.7","583","14.7","-20.1","3385","85.3","-12.5","3981.2","-17.1","584.9","-23.3","3396.2","-15.9","4.0","25.1","106.4","449.5","896.0","2388.9","111.4","-61.6","-24.9","-44.3","-14.8","-23.7","-12.2","-23.3"
"Wicomico County","2012","16.7","2.6","100148","5","30","148","371","764","2490","108","3916","-1.3","554","14.1","-5.0","3362","85.9","-0.7","3910.2","-1.8","553.2","-5.4","3357.0","-1.2","5.0","30.0","147.8","370.5","762.9","2486.3","107.8","24.4","19.4","39.0","-17.6","-14.9","4.1","-3.2"
"Wicomico County","2013","16.5","2.8","101431","3","38","142","321","837","2420","111","3872","-1.1","504","13.0","-9.0","3368","87.0","0.2","3817.4","-2.4","496.9","-10.2","3320.5","-1.1","3.0","37.5","140.0","316.5","825.2","2385.9","109.4","-40.8","25.1","-5.3","-14.6","8.2","-4.0","1.5"
"Worcester County","2006","9.3","1.8","48884","2","20","42","284","424","1794","106","2672","5.5","348","13.0","-17.7","2324","87.0","10.2","5466.0","6.5","711.9","-17.0","4754.1","11.2","4.1","40.9","85.9","581.0","867.4","3669.9","216.8","0.9","-19.2","-28.1","-14.9","0.2","14.5","5.9"
"Worcester County","2007","9.2","1.9","48779","1","28","55","206","409","1788","80","2567","-3.9","290","11.3","-16.7","2277","88.7","-2.0","5262.5","-3.7","594.5","-16.5","4668.0","-1.8","2.1","57.4","112.8","422.3","838.5","3665.5","164.0","-49.9","40.3","31.2","-27.3","-3.3","-0.1","-24.4"
"Worcester County","2008","10.5","2.0","49355","4","8","53","169","423","1905","80","2642","2.9","234","8.9","-19.3","2408","91.1","5.8","5353.1","1.7","474.1","-20.3","4878.9","4.5","8.1","16.2","107.4","342.4","857.1","3859.8","162.1","295.3","-71.8","-4.8","-18.9","2.2","5.3","-1.2"
"Worcester County","2009","12.0","2.4","49804","0","8","42","221","439","1789","71","2570","-2.7","271","10.5","15.8","2299","89.5","-4.5","5160.2","-3.6","544.1","14.8","4616.1","-5.4","0.0","16.1","84.3","443.7","881.5","3592.1","142.6","-100.0","-0.9","-21.5","29.6","2.8","-6.9","-12.1"
"Worcester County","2010","10.6","2.7","49645","4","13","45","199","491","1817","48","2617","1.8","261","10.0","-3.7","2356","90.0","2.5","5271.4","2.2","525.7","-3.4","4745.7","2.8","8.1","26.2","90.6","400.8","989.0","3660.0","96.7","400.0","63.0","7.5","-9.7","12.2","1.9","-32.2"
"Worcester County","2011","13.0","2.6","51942","1","7","28","212","423","1852","41","2564","-2.0","248","9.7","-5.0","2316","90.3","-1.7","4936.3","-6.4","477.5","-9.2","4458.8","-6.0","1.9","13.5","53.9","408.1","814.4","3565.5","78.9","-76.1","-48.5","-40.5","1.8","-17.7","-2.6","-18.4"
"Worcester County","2012","11.1","2.4","52011","1","16","31","138","432","1751","33","2402","-6.3","186","7.7","-25.0","2216","92.3","-4.3","4618.3","-6.4","357.6","-25.1","4260.6","-4.4","1.9","30.8","59.6","265.3","830.6","3366.6","63.4","-0.1","128.3","10.6","-35.0","2.0","-5.6","-19.6"
"Worcester County","2013","13.1","2.5","51718","2","14","28","173","356","1705","55","2333","-2.9","217","9.3","16.7","2116","90.7","-4.5","4511.0","-2.3","419.6","17.3","4091.4","-4.0","3.9","27.1","54.1","334.5","688.3","3296.7","106.3","101.1","-12.0","-9.2","26.1","-17.1","-2.1","67.6"
